ID,Municipio,Analfabetismo,,,Bajo logro educativo,,,Barreras a servicios para cuidado de la primera infancia,,,Barreras de acceso a servicios de salud,,,Tasa de dependencia,,,Hacinamiento crítico,,,Inadecuada eliminación de excretas,,,Inasistencia escolar,,,Material inadecuado de paredes exteriores,,,Material inadecuado de pisos,,,Rezago escolar,,,Sin acceso a fuente de agua mejorada,,,Sin aseguramiento en salud,,,Trabajo infantil,,,Trabajo informal,,
,,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso,Total,Cabeceras,Centros poblados y rural disperso
05380,LA ESTRELLA,4.9,4.3,8.3,33.3,31.4,43.7,1.4,1.4,1.6,2.3,2.6,0.7,16.1,15.8,17.5,4.1,4.4,2.3,2.4,1.9,5.4,2.1,1.9,3.1,0.1,0.1,0.2,0.3,0.0,1.6,11.9,12.1,10.8,0.8,0.6,2.2,16.9,17.0,15.8,0.5,0.5,0.8,65.5,64.5,71.1
05390,LA PINTADA,19.6,19.2,22.1,67.0,65.8,76.0,1.3,1.4,0.6,4.3,4.2,5.1,23.8,24.4,19.9,14.7,15.9,5.4,25.6,22.7,48.1,4.6,4.6,4.2,2.8,2.4,5.8,1.0,0.6,3.8,16.9,16.7,18.3,3.8,1.6,20.8,16.4,16.5,15.4,1.2,1.1,2.2,73.1,72.9,74.7
05400,LA UNIÓN,10.5,7.9,14.6,65.8,55.3,82.8,1.4,1.2,1.8,5.3,3.7,7.9,23.3,21.9,25.5,5.3,6.2,4.0,5.6,0.3,14.2,4.1,3.4,5.3,0.1,0.1,0.1,0.2,0.0,0.5,21.7,18.6,26.7,14.1,0.1,36.8,12.4,12.5,12.3,2.9,1.9,4.4,78.9,77.6,81.0
05411,LIBORINA,16.9,10.7,19.6,73.6,48.7,84.6,1.0,0.5,1.2,9.4,7.5,10.3,42.0,42.9,41.7,6.1,4.7,6.7,35.7,0.6,51.1,3.0,0.9,3.9,0.2,0.0,0.2,1.4,0.4,1.8,20.7,16.8,22.4,12.8,0.3,18.3,8.1,9.5,7.4,1.3,0.9,1.5,89.6,82.0,92.9
05425,MACEO,17.4,13.2,20.3,72.3,62.3,79.1,1.6,0.6,2.4,3.4,3.3,3.5,30.2,32.0,29.0,6.3,7.7,5.4,30.4,1.7,49.9,4.4,2.9,5.4,1.3,1.8,1.0,4.9,0.2,8.1,22.8,20.5,24.3,21.1,2.4,33.8,10.5,9.3,11.3,2.3,1.8,2.6,84.3,81.6,86.2
05440,MARINILLA,5.7,4.0,10.5,47.5,39.5,69.8,1.7,1.6,2.0,3.2,2.8,4.1,25.9,25.1,28.4,5.6,6.4,3.6,1.5,1.1,2.6,3.4,2.9,4.7,0.1,0.1,0.1,0.2,0.0,0.7,17.7,17.1,19.6,1.1,0.1,4.0,15.4,15.8,14.4,1.3,0.8,2.6,74.5,71.8,82.2
05467,MONTEBELLO,16.9,8.9,20.5,79.8,62.3,87.8,1.2,0.3,1.6,5.6,3.1,6.7,33.3,35.4,32.4,5.1,6.1,4.6,16.0,1.1,22.7,3.8,3.3,4.1,1.1,0.8,1.3,1.4,0.2,2.0,18.3,12.1,21.2,34.1,0.9,49.1,10.7,13.0,9.7,1.5,0.5,2.0,86.3,78.2,89.9
05475,MURINDÓ,35.6,13.9,52.6,72.0,47.9,90.9,8.2,1.2,13.8,4.3,3.7,4.8,55.3,42.0,65.7,24.7,8.1,37.7,82.7,94.1,73.7,18.3,5.5,28.4,63.9,92.5,41.4,2.0,1.0,2.8,51.4,38.1,61.8,93.9,94.9,93.0,22.2,19.6,24.3,5.4,1.6,8.5,89.0,79.0,96.9
05480,MUTATÁ,27.1,17.6,34.4,73.1,58.8,84.1,4.3,2.4,5.8,6.3,5.5,6.9,39.0,34.2,42.6,16.6,14.6,18.1,27.0,16.1,35.3,9.5,4.5,13.4,14.6,25.8,5.9,16.0,5.9,23.8,32.1,25.1,37.6,39.8,15.8,58.2,15.9,15.9,16.0,3.7,2.5,4.6,89.2,85.9,91.7
05483,NARIÑO,23.3,13.9,28.7,82.9,65.0,93.2,1.5,1.1,1.7,3.7,7.4,1.7,34.4,36.9,33.0,4.9,6.1,4.2,46.3,1.6,71.8,7.5,3.3,10.0,0.4,0.4,0.4,1.0,0.0,1.6,22.5,16.2,26.2,50.5,0.7,78.9,7.5,9.6,6.3,5.8,2.3,7.8,90.9,85.3,94.2
05490,NECOCLÍ,22.4,11.3,26.8,68.2,44.4,77.4,3.6,1.4,4.5,7.5,6.2,7.9,50.1,37.2,55.1,13.3,14.1,13.0,35.0,13.6,43.4,9.5,4.1,11.6,8.2,14.8,5.7,46.5,8.8,61.2,30.0,22.6,32.8,64.0,3.3,87.6,14.5,17.8,13.2,2.3,1.4,2.6,91.5,86.8,93.4
05495,NECHÍ,20.6,18.2,23.5,73.6,66.3,82.5,3.4,1.8,5.3,9.7,8.8,10.8,38.7,39.4,37.8,17.8,20.6,14.4,76.8,90.8,59.8,8.5,7.4,9.8,22.7,33.1,9.9,47.8,34.2,64.4,28.9,27.2,31.0,18.0,2.5,36.8,13.0,11.0,15.4,3.3,2.7,4.0,93.3,92.2,94.7
05501,OLAYA,21.3,17.5,21.6,74.9,66.3,75.7,1.3,2.5,1.2,0.8,1.3,0.8,34.0,40.0,33.5,5.1,8.8,4.8,13.7,8.8,14.2,2.4,1.3,2.5,0.9,2.5,0.8,3.5,1.3,3.7,15.9,8.8,16.5,5.3,2.5,5.5,15.1,15.0,15.1,1.5,0.0,1.7,87.0,81.3,87.5
05541,PEÑOL,7.8,4.0,13.9,63.5,53.0,80.5,1.2,1.5,0.7,1.8,1.4,2.5,31.3,30.0,33.5,4.9,5.9,3.3,7.7,1.7,17.4,3.1,3.1,3.1,0.2,0.2,0.3,1.2,0.1,3.0,12.9,12.6,13.4,7.0,0.6,17.3,11.6,12.8,9.5,1.8,1.1,2.9,83.3,81.9,85.6
05543,PEQUE,30.8,16.0,38.1,79.9,53.3,93.0,2.2,1.3,2.7,3.5,4.1,3.1,32.5,29.9,33.7,13.7,11.0,15.0,19.2,1.7,27.8,8.3,3.4,10.7,0.2,0.6,0.1,16.2,1.6,23.3,29.7,19.8,34.6,16.3,0.1,24.2,10.3,13.5,8.7,6.8,4.0,8.2,90.6,81.8,95.0
05576,PUEBLORRICO,21.8,15.0,31.0,77.9,67.1,92.5,0.7,0.7,0.7,2.3,1.5,3.4,36.9,35.8,38.5,5.2,5.9,4.2,28.8,9.3,55.3,4.9,3.6,6.6,1.1,1.2,1.1,1.1,0.3,2.2,23.2,18.3,29.9,36.7,4.1,81.1,8.7,9.2,8.0,2.1,0.7,4.1,89.3,85.0,95.0
05579,PUERTO BERRÍO,14.9,14.0,20.5,59.0,54.7,84.5,1.7,1.4,3.0,3.5,3.9,1.3,31.1,30.8,33.1,12.3,13.1,7.5,24.0,15.9,72.2,4.1,3.7,7.1,14.4,16.3,2.9,4.1,3.1,10.3,17.7,17.1,21.5,4.9,1.1,27.7,14.7,15.0,13.1,1.3,1.2,2.0,79.2,80.0,74.9
05585,PUERTO NARE,17.0,15.1,17.9,67.2,59.0,71.2,2.1,1.7,2.3,5.9,6.4,5.6,37.1,38.0,36.7,6.1,8.6,4.9,13.3,1.0,19.5,5.4,6.4,4.9,2.2,5.4,0.6,2.8,0.3,4.0,17.0,13.7,18.6,11.7,0.4,17.3,14.1,15.2,13.5,1.2,0.7,1.5,81.9,81.8,82.0
05591,PUERTO TRIUNFO,16.1,16.4,16.1,63.5,51.9,66.2,2.6,2.0,2.7,1.3,2.4,1.0,30.5,33.7,29.8,8.3,11.9,7.5,3.6,3.6,3.6,6.4,3.2,7.1,1.4,5.2,0.6,1.7,0.9,1.9,24.0,21.0,24.7,3.6,1.2,4.1,16.2,17.5,15.9,2.8,0.9,3.3,79.0,75.9,79.8
05604,REMEDIOS,18.6,15.2,22.0,71.8,64.4,79.1,2.8,1.7,3.9,1.5,0.9,2.1,34.0,34.7,33.3,9.5,12.3,6.8,41.7,23.7,59.6,7.8,5.8,9.8,6.5,11.2,1.8,10.3,4.1,16.5,27.8,27.8,27.9,19.0,4.0,33.9,12.0,10.9,13.2,3.2,2.9,3.6,80.7,79.2,82.3
05607,RETIRO,6.7,4.8,9.4,42.3,35.6,52.2,1.5,1.3,1.7,1.4,1.6,1.3,16.5,15.1,18.5,2.9,2.6,3.3,1.2,0.7,1.9,2.7,2.3,3.3,0.1,0.0,0.1,0.2,0.0,0.6,13.7,13.7,13.8,11.3,0.3,27.5,13.8,15.0,12.1,0.8,0.4,1.3,64.9,63.3,67.3
05615,RIONEGRO,4.0,3.0,6.2,35.5,29.4,48.6,1.4,1.2,1.9,1.4,1.9,0.4,22.8,23.6,21.0,3.9,4.4,3.0,0.9,0.9,1.0,3.8,2.9,5.9,0.1,0.1,0.2,0.2,0.1,0.3,14.1,13.8,14.9,0.5,0.1,1.4,14.4,15.0,13.1,0.6,0.4,0.9,68.1,67.6,69.1
05628,SABANALARGA,18.3,13.5,21.4,79.1,62.6,89.6,1.7,1.0,2.2,3.1,1.8,4.0,47.9,49.5,46.9,13.5,14.1,13.0,43.4,8.4,65.8,8.1,5.1,10.1,0.3,0.2,0.4,14.3,1.2,22.6,20.6,14.6,24.4,24.0,1.7,38.2,11.9,12.6,11.5,3.2,1.7,4.1,91.7,87.6,94.3
05631,SABANETA,2.3,1.7,6.6,18.3,15.4,38.0,1.1,1.0,1.5,2.9,3.0,2.5,14.7,14.6,15.3,1.4,1.2,2.8,0.3,0.2,0.9,1.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.1,7.6,7.2,10.5,0.2,0.1,0.5,15.3,15.0,17.8,0.2,0.2,0.6,58.7,57.5,66.9
05642,SALGAR,26.2,18.1,31.4,81.9,66.9,91.7,1.5,0.7,2.0,5.5,4.2,6.3,28.6,25.9,30.4,4.7,5.3,4.3,43.3,3.9,69.2,6.8,2.9,9.4,0.9,0.2,1.4,3.4,0.1,5.6,23.6,16.6,28.2,43.6,2.4,70.7,12.2,13.5,11.3,4.1,1.9,5.6,87.5,83.6,90.0
05647,SAN ANDRÉS DE CUERQUÍA,13.1,8.2,17.4,73.7,55.7,89.2,2.9,2.1,3.6,1.6,1.4,1.8,38.3,37.6,39.0,8.9,10.0,8.0,41.6,5.7,72.6,12.0,9.1,14.5,0.8,1.1,0.6,3.9,0.9,6.4,25.4,17.8,31.9,44.4,4.0,79.2,12.2,15.0,9.7,4.3,2.3,6.0,83.9,74.9,91.6
05649,SAN CARLOS,14.8,12.9,16.6,68.8,59.3,77.9,1.7,1.2,2.1,5.1,8.9,1.5,38.7,38.4,39.0,4.2,6.0,2.5,5.2,2.5,7.7,4.6,2.7,6.4,1.0,1.0,1.0,2.0,0.2,3.6,16.3,16.3,16.4,11.2,1.8,20.1,11.6,12.9,10.4,1.7,1.5,1.8,86.1,85.4,86.7
05652,SAN FRANCISCO,26.3,22.8,29.6,77.1,68.2,85.5,1.4,0.7,2.0,14.2,7.0,21.0,39.7,38.0,41.4,7.6,7.7,7.5,16.2,7.3,24.7,5.2,3.4,7.0,0.8,0.7,1.0,3.5,0.3,6.4,24.4,23.7,25.1,26.8,1.8,50.6,8.3,8.7,7.8,2.5,1.6,3.3,85.3,80.5,89.9
05656,SAN JERÓNIMO,14.2,9.0,19.4,62.1,45.0,79.4,1.2,1.1,1.4,1.7,2.3,1.1,32.6,25.4,39.8,7.3,9.2,5.4,17.0,17.6,16.4,4.1,3.0,5.2,0.6,0.5,0.8,4.1,1.1,7.2,16.7,12.6,20.8,15.9,2.0,30.0,15.5,16.9,14.2,1.0,0.7,1.4,82.0,78.5,85.5
05658,SAN JOSÉ DE LA MONTAÑA,8.3,7.5,10.6,64.6,57.6,83.9,2.0,1.8,2.4,6.2,3.9,12.5,33.9,35.6,29.0,6.7,7.2,5.5,25.6,13.1,60.4,4.9,2.5,11.4,0.0,0.0,0.0,0.2,0.1,0.4,25.0,22.3,32.5,20.9,0.6,77.6,12.5,11.8,14.5,4.6,2.5,10.2,77.8,78.3,76.5
05659,SAN JUAN DE URABÁ,22.4,15.0,26.5,69.1,53.3,77.9,3.6,2.5,4.2,0.6,1.4,0.2,54.5,48.5,57.8,16.0,16.1,15.9,34.9,16.3,45.3,7.7,5.4,8.9,15.9,33.4,6.2,52.1,19.1,70.5,29.2,21.2,33.7,60.4,4.8,91.4,12.8,14.6,11.9,2.0,1.0,2.6,92.0,89.8,93.2
05660,SAN LUIS,14.2,11.6,18.3,67.1,58.0,81.2,1.6,1.5,1.9,2.6,3.1,1.8,35.2,37.8,31.2,6.6,6.9,6.1,14.9,2.4,34.2,5.6,3.6,8.8,0.5,0.2,1.0,1.6,0.0,4.1,18.9,17.0,21.9,27.8,0.4,70.2,9.7,9.7,9.7,2.3,1.5,3.6,82.1,77.7,88.9
05664,SAN PEDRO DE LOS MILAGROS,6.7,4.8,10.0,46.6,35.2,66.3,1.8,1.7,1.9,0.8,0.7,0.9,33.7,31.3,37.7,5.3,6.0,4.2,6.0,0.6,15.5,2.4,2.3,2.5,0.1,0.1,0.1,0.2,0.1,0.6,13.0,9.2,19.8,12.4,0.2,33.6,17.0,16.9,17.0,1.2,1.0,1.5,75.0,73.6,77.5
05665,SAN PEDRO DE URABÁ,24.0,16.1,30.3,71.4,54.2,85.1,2.5,1.4,3.3,2.4,0.9,3.7,48.8,43.9,52.7,17.8,18.6,17.1,38.6,13.1,58.9,6.8,3.5,9.4,10.5,19.6,3.3,58.9,21.7,88.5,29.1,22.6,34.2,44.8,1.9,78.9,14.0,15.4,13.0,1.9,1.3,2.3,92.3,88.6,95.3
05667,SAN RAFAEL,15.9,11.1,22.8,66.4,55.3,82.4,1.3,1.2,1.5,7.7,7.2,8.5,35.1,36.2,33.4,5.7,6.8,4.0,16.8,10.9,25.2,3.3,1.8,5.4,0.8,0.6,1.0,3.5,0.2,8.1,18.4,17.6,19.6,31.7,2.2,74.0,12.7,15.5,8.6,2.2,1.2,3.6,83.1,79.8,87.8
05670,SAN ROQUE,16.2,8.9,20.1,71.4,55.8,79.8,1.6,1.1,1.9,6.0,2.3,8.0,35.2,39.0,33.1,5.9,7.3,5.1,34.1,1.2,51.9,5.4,2.4,7.0,0.9,0.4,1.2,5.7,0.2,8.7,19.9,15.4,22.4,30.3,0.4,46.5,11.8,14.3,10.4,3.1,1.3,4.1,87.8,85.4,89.2
05674,SAN VICENTE FERRER,13.2,5.9,16.2,70.8,50.0,79.7,1.2,1.0,1.2,3.3,6.3,2.0,29.7,28.6,30.2,5.0,6.4,4.3,19.7,6.6,25.3,3.5,2.2,4.1,0.4,0.6,0.3,3.1,0.2,4.3,15.1,16.2,14.6,13.9,0.2,19.7,11.0,12.3,10.4,2.4,1.5,2.8,85.7,79.6,88.3
05679,SANTA BÁRBARA,15.0,9.5,20.0,69.6,55.4,82.5,1.2,1.1,1.2,5.4,5.9,5.0,27.5,27.3,27.6,4.5,4.9,4.1,9.7,1.1,17.5,3.0,2.1,3.8,0.3,0.2,0.5,1.3,0.2,2.3,15.5,13.2,17.6,13.0,0.4,24.4,12.2,13.7,10.8,1.5,0.6,2.3,81.8,78.2,85.1
05686,SANTA ROSA DE OSOS,9.1,5.7,13.4,61.9,45.7,81.8,2.3,2.1,2.6,1.0,1.3,0.6,31.6,29.2,34.4,5.7,6.2,5.0,27.9,5.2,55.9,5.1,4.4,5.8,0.1,0.1,0.1,1.4,0.1,3.0,22.1,19.1,25.8,26.3,0.8,57.6,14.9,14.9,14.9,2.1,0.9,3.6,77.9,75.6,80.8
05690,SANTO DOMINGO,16.0,9.6,18.4,71.5,52.8,78.4,1.5,1.7,1.5,3.4,2.5,3.7,37.7,44.6,35.2,5.1,6.3,4.6,34.8,7.0,45.1,3.5,1.7,4.2,0.6,0.6,0.6,2.1,0.4,2.7,20.7,13.3,23.5,45.2,1.3,61.4,10.3,11.1,10.0,2.4,0.8,3.1,85.4,81.0,87.0
05697,EL SANTUARIO,9.3,7.9,13.9,63.7,58.1,82.3,2.0,2.0,2.0,0.7,0.7,0.6,31.7,30.0,37.1,7.2,7.5,6.3,2.1,0.9,6.0,5.6,4.4,9.6,0.1,0.0,0.3,0.3,0.0,1.1,18.3,17.5,20.7,5.9,2.3,17.8,13.8,14.0,13.1,2.4,2.0,3.8,82.9,80.8,89.7
05736,SEGOVIA,16.0,13.7,27.9,66.6,63.1,84.4,3.1,2.6,5.7,4.5,3.4,10.1,32.7,32.4,34.0,13.2,13.8,10.3,44.1,38.7,71.6,10.1,9.7,12.0,9.7,10.8,4.6,7.3,3.2,28.0,21.5,19.8,30.4,23.4,18.5,47.9,16.0,15.4,19.0,2.7,2.0,6.2,78.9,76.8,89.7
05756,SONSÓN,15.9,11.1,21.1,71.2,58.4,85.1,1.8,1.3,2.2,3.5,4.4,2.6,31.2,31.1,31.3,5.1,5.8,4.2,24.8,3.5,47.8,5.0,2.9,7.3,0.6,0.7,0.4,1.8,0.2,3.4,22.8,18.4,27.5,32.0,0.9,65.4,13.5,16.0,10.8,3.2,1.7,4.8,85.9,83.5,88.5
05761,SOPETRÁN,11.8,7.0,16.1,65.4,49.0,80.2,1.3,1.2,1.4,2.7,1.9,3.4,27.3,26.5,28.1,7.1,8.0,6.2,20.4,11.4,28.6,2.7,1.8,3.6,0.7,0.3,1.2,8.1,0.9,14.6,14.6,12.5,16.6,9.2,0.7,16.9,15.2,17.9,12.8,1.3,0.8,1.7,82.3,79.6,84.7
05789,TÁMESIS,16.3,11.1,21.2,70.9,57.6,83.3,1.0,0.7,1.2,5.9,3.3,8.4,37.2,38.1,36.3,4.2,5.7,2.8,23.2,5.3,39.8,4.1,1.7,6.4,0.5,0.4,0.6,0.7,0.1,1.3,16.7,14.2,19.1,16.5,3.0,29.0,14.8,15.6,14.0,1.0,0.5,1.5,82.9,82.0,83.8
05790,TARAZÁ,26.3,23.8,29.4,77.0,70.5,85.1,3.0,2.4,3.8,2.0,1.6,2.5,40.2,41.2,39.1,14.4,17.2,10.8,28.5,12.7,48.1,10.8,8.7,13.4,11.4,17.4,3.9,15.2,7.2,25.2,32.2,31.3,33.2,18.7,7.5,32.8,11.2,11.1,11.3,4.5,3.0,6.2,91.8,89.1,95.3
05792,TARSO,25.2,23.0,28.5,74.0,66.1,85.4,1.6,1.3,2.0,2.6,2.6,2.7,33.4,33.5,33.2,7.6,9.8,4.4,14.8,1.1,34.8,3.1,2.4,4.1,1.4,1.0,2.0,1.0,0.2,2.1,23.1,20.0,27.5,35.3,0.8,85.3,13.9,13.6,14.3,0.8,0.6,1.1,75.5,73.9,77.9
05809,TITIRIBÍ,19.1,14.2,24.1,75.2,63.8,86.8,1.3,1.2,1.4,1.0,1.3,0.8,31.9,32.8,31.0,3.8,5.3,2.2,8.1,1.5,14.8,4.8,5.4,4.1,0.1,0.1,0.1,1.4,0.1,2.6,16.6,13.5,19.8,15.0,0.6,29.6,11.6,13.0,10.3,1.0,0.8,1.1,74.3,72.1,76.5
05819,TOLEDO,19.1,10.4,24.4,71.8,50.7,84.8,2.1,1.0,2.7,20.8,8.7,28.2,47.1,33.2,55.6,11.1,12.0,10.5,32.2,5.3,48.6,3.9,2.1,4.9,0.9,0.8,1.0,6.7,1.0,10.3,24.5,17.1,29.0,25.8,1.5,40.7,10.9,13.2,9.5,1.9,1.0,2.4,86.2,77.1,91.7
05837,TURBO,17.3,11.0,21.6,58.1,44.3,67.8,3.7,3.0,4.3,5.4,6.6,4.6,49.2,51.0,47.9,12.7,13.7,12.0,45.4,50.4,42.0,7.5,6.5,8.2,10.8,24.3,1.4,22.5,10.6,30.8,24.6,19.7,28.0,36.8,22.7,46.7,16.8,17.5,16.4,2.0,1.0,2.6,87.6,90.1,85.8
05842,URAMITA,24.9,16.1,29.4,78.2,59.5,87.7,2.6,1.0,3.4,2.7,3.4,2.4,38.8,40.5,37.9,9.1,9.3,9.0,56.0,66.8,50.5,5.0,1.0,7.1,1.7,1.4,1.8,13.2,1.4,19.2,20.3,11.8,24.5,42.6,2.4,63.0,15.2,10.5,17.5,3.4,0.9,4.6,92.2,86.9,94.9
05847,URRAO,23.7,17.7,31.5,74.3,62.9,89.1,2.9,1.5,4.7,7.2,5.0,10.1,31.4,30.2,33.0,9.3,9.4,9.1,29.5,3.2,63.2,7.0,3.7,11.3,4.2,3.8,4.8,3.9,1.5,7.1,23.5,19.0,29.3,27.8,3.4,59.3,13.5,15.2,11.4,4.0,2.2,6.2,89.4,86.3,93.3
05854,VALDIVIA,24.8,18.1,27.5,80.7,65.9,86.7,2.5,1.6,2.9,3.9,5.6,3.2,44.3,40.1,46.1,7.3,10.7,5.9,49.3,12.5,64.2,10.3,3.9,12.8,4.0,3.8,4.1,9.5,1.3,12.9,26.8,20.2,29.5,45.9,3.1,63.3,10.4,10.3,10.4,3.6,1.7,4.4,91.5,83.8,94.6
05856,VALPARAÍSO,17.7,12.2,26.4,68.6,59.5,83.2,0.6,0.4,0.9,2.7,2.8,2.5,29.2,29.4,28.8,4.4,4.8,3.8,9.0,3.6,17.6,2.4,1.2,4.3,0.8,0.3,1.5,1.6,0.5,3.4,14.2,10.8,19.7,11.8,2.3,27.2,11.9,11.7,12.2,0.9,0.4,1.6,76.6,76.8,76.4
05858,VEGACHÍ,20.6,17.3,28.1,73.5,67.7,86.9,1.5,1.3,2.1,3.9,3.7,4.5,38.8,39.2,38.1,9.1,9.2,8.8,20.4,4.5,57.2,5.2,4.5,6.8,2.3,2.3,2.3,8.6,0.9,26.3,20.9,20.0,23.1,16.5,0.5,53.2,11.8,12.6,9.8,2.2,1.6,3.6,85.0,82.6,90.7
05861,VENECIA,19.7,14.7,24.3,70.1,58.8,80.4,0.9,0.9,1.0,3.3,2.6,3.9,24.4,25.6,23.3,3.4,4.5,2.5,6.5,5.6,7.3,3.3,1.6,4.8,0.3,0.1,0.6,0.9,0.1,1.6,17.8,14.9,20.4,7.8,0.5,14.5,15.2,14.6,15.7,1.1,0.7,1.5,73.5,75.1,72.1
05873,VIGÍA DEL FUERTE,25.1,14.5,32.7,69.0,50.5,82.2,7.6,4.6,9.7,7.4,8.4,6.7,64.4,52.0,73.2,12.0,9.9,13.5,81.6,96.5,70.9,8.7,6.9,10.0,39.6,94.0,1.0,1.9,0.5,2.8,37.9,31.5,42.5,89.3,96.1,84.4,18.4,17.2,19.2,2.1,2.1,2.1,93.6,89.1,96.9
05885,YALÍ,23.6,19.0,28.2,78.7,68.3,89.4,1.3,0.9,1.8,2.9,2.2,3.6,31.3,32.8,29.9,6.1,6.2,6.1,34.1,1.8,67.1,5.2,3.1,7.4,1.8,0.5,3.1,16.1,2.1,30.3,21.3,18.4,24.3,29.7,0.8,59.1,9.1,8.9,9.4,3.3,1.1,5.5,87.1,84.1,90.2
05887,YARUMAL,14.5,13.4,17.6,61.6,55.1,80.8,2.6,2.3,3.3,3.4,3.1,4.2,38.1,38.8,36.0,6.6,6.8,6.0,18.7,3.1,64.6,4.6,3.2,8.7,0.5,0.4,1.0,1.1,0.4,3.2,19.1,16.8,25.7,15.9,2.7,54.7,13.4,13.8,12.5,2.4,1.3,5.8,84.3,83.1,87.9
05890,YOLOMBÓ,16.6,9.0,20.6,76.7,57.4,86.9,1.4,0.9,1.6,3.3,6.2,1.7,33.2,35.6,31.9,6.5,7.8,5.8,47.8,25.4,59.5,5.2,2.0,6.9,0.6,0.9,0.4,6.5,0.4,9.7,17.3,12.7,19.7,42.5,0.6,64.5,12.2,13.0,11.7,2.4,1.1,3.1,87.7,83.5,90.0
05893,YONDÓ,18.1,13.1,24.2,63.8,51.9,78.2,3.6,2.5,4.9,5.0,5.8,4.0,46.6,52.6,39.4,11.9,15.4,7.6,19.2,10.4,29.9,7.6,5.5,10.0,17.3,29.8,2.1,19.0,12.1,27.2,25.1,23.3,27.4,11.4,8.4,15.1,23.1,23.0,23.3,2.0,0.8,3.4,81.9,79.8,84.4
05895,ZARAGOZA,24.4,17.5,30.3,72.6,61.5,82.0,3.9,2.3,5.2,4.7,5.4,4.1,49.2,48.8,49.5,15.0,16.6,13.6,42.2,27.6,54.7,7.5,5.2,9.5,14.3,14.9,13.7,33.7,6.8,56.7,29.9,24.8,34.2,30.5,12.0,46.4,13.6,13.2,14.0,2.5,1.9,3.1,91.1,90.2,91.9
08001,BARRANQUILLA,5.2,5.2,21.4,29.0,29.0,65.0,2.4,2.4,5.0,3.0,3.0,1.4,29.7,29.7,28.6,13.5,13.5,15.5,2.1,2.1,40.9,5.0,5.0,6.4,1.5,1.5,12.3,1.4,1.4,23.6,16.1,16.1,23.2,1.0,1.0,53.2,20.1,20.1,22.3,0.6,0.6,2.7,84.6,84.6,87.3
08078,BARANOA,11.2,10.2,15.7,42.8,40.1,55.9,2.0,1.9,2.4,5.3,4.5,9.1,41.0,41.1,40.8,19.3,20.8,12.0,48.4,56.4,9.4,3.5,3.3,4.7,4.3,3.9,6.0,5.4,4.7,8.6,16.5,15.7,20.2,8.9,7.1,17.6,21.5,21.3,22.6,0.5,0.5,0.7,87.6,87.4,88.3
08137,CAMPO DE LA CRUZ,26.2,25.3,32.4,68.3,66.8,78.6,3.0,2.8,4.5,0.4,0.3,0.8,66.8,67.8,60.1,25.7,26.5,19.9,85.0,94.8,18.9,8.8,8.7,9.6,1.5,1.4,2.1,8.3,8.0,10.7,24.1,24.0,24.8,14.6,16.0,5.6,17.4,16.9,20.8,0.6,0.4,1.5,95.3,95.4,94.5
08141,CANDELARIA,34.9,36.1,31.8,71.1,70.3,73.5,2.3,2.1,2.8,2.6,1.9,4.6,55.6,55.0,57.0,27.9,30.5,20.9,23.6,22.8,25.7,10.1,10.8,8.1,0.8,0.7,1.1,4.8,4.0,7.1,17.6,17.4,18.0,10.9,8.6,17.1,13.0,11.9,16.2,1.0,1.0,1.1,94.0,93.4,95.6
08296,GALAPA,8.1,7.2,23.9,40.1,38.4,68.5,2.8,2.8,2.9,1.3,1.4,0.2,40.5,40.3,43.7,17.8,18.0,14.5,12.9,13.0,12.0,7.7,7.8,6.4,3.4,3.5,2.0,2.6,2.0,12.9,14.3,14.0,19.2,3.3,2.2,21.7,17.4,17.5,15.7,0.5,0.5,0.8,85.0,84.7,90.2
08372,JUAN DE ACOSTA,17.8,16.5,20.0,53.6,49.5,60.7,2.3,2.3,2.3,2.2,1.9,2.6,38.0,37.8,38.4,15.8,18.2,11.6,67.1,99.0,11.8,8.1,7.8,8.6,1.5,0.8,2.7,4.7,2.8,8.0,14.2,14.3,14.1,7.0,4.4,11.6,12.7,13.2,12.0,1.1,1.0,1.3,91.2,91.9,90.0
08421,LURUACO,25.8,20.8,31.0,65.7,61.4,70.2,3.4,3.5,3.3,5.2,5.4,4.9,51.0,51.4,50.6,19.8,25.8,13.6,29.5,46.1,12.2,5.8,6.3,5.4,3.2,4.4,2.0,13.9,12.8,15.1,19.2,19.4,19.0,41.8,8.9,76.1,20.5,20.5,20.5,0.9,0.9,0.8,93.2,93.2,93.4
